Symbol,Price,Type,Quantity
AAPL,90.51,BID,77
AAPL,90.5,ASK,56
MMM,90.485,BID,31
MMM,90.505,ASK,33
SBUX,90.48,BID,83
SBUX,90.49,ASK,25
SBUX,90.42,BID,10
SBUX,90.42,ASK,34
MMM,90.39,BID,15
MMM,90.388,ASK,77
MMM,90.38,BID,94
MMM,90.388,ASK,50
MMM,90.38,BID,27
MMM,90.388,ASK,40
SBUX,90.38,BID,60
SBUX,90.39,ASK,73
SBUX,90.38,BID,95
SBUX,90.42,ASK,20
SBUX,90.38,BID,102
SBUX,90.42,ASK,89
MMM,90.38,BID,33
MMM,90.396,ASK,95
MMM,90.371,BID,54
MMM,90.321,ASK,44
MMM,90.31,BID,81
MMM,90.238,ASK,55
SBUX,90.229,BID,31
SBUX,90.22,ASK,100
MMM,90.19,BID,43
MMM,90.196,ASK,96
SBUX,90.16,BID,95
SBUX,90.17,ASK,35
SBUX,90.15,BID,37
SBUX,90.16,ASK,51
SBUX,90.15,BID,71
SBUX,90.15,ASK,55
SBUX,90.14,BID,6
SBUX,90.15,ASK,85
SBUX,90.14,BID,29
SBUX,90.14,ASK,60
MMM,90.13,BID,53
MMM,90.129,ASK,41
MMM,90.121,BID,61
MMM,90.146,ASK,52
SBUX,90.121,BID,94
SBUX,90.13,ASK,10
MMM,90.12,BID,55
MMM,90.137,ASK,56
MMM,90.11,BID,98
MMM,90.104,ASK,75
SBUX,90.062,BID,87
SBUX,90.06,ASK,27
SBUX,90.03,BID,65
SBUX,90.05,ASK,65
SBUX,90.03,BID,16
SBUX,90.02,ASK,25
MMM,90.0,BID,17
MMM,89.995,ASK,73
AAPL,89.987,BID,61
AAPL,90.015,ASK,24
SBUX,89.97,BID,83
SBUX,89.97,ASK,11
SBUX,89.96,BID,73
SBUX,89.93,ASK,59
SBUX,89.92,BID,96
SBUX,89.91,ASK,42
SBUX,89.9,BID,20
SBUX,89.91,ASK,82
SBUX,89.9,BID,63
SBUX,89.91,ASK,46
MMM,89.9,BID,37
MMM,89.937,ASK,33
SBUX,89.85,BID,24
SBUX,89.8,ASK,17
SBUX,89.77,BID,43
SBUX,89.78,ASK,73
SBUX,89.77,BID,84
SBUX,89.78,ASK,57
AAPL,89.73,BID,47
AAPL,89.725,ASK,79
SBUX,89.68,BID,80
SBUX,89.72,ASK,102
SBUX,89.66,BID,52
SBUX,89.7,ASK,2
SBUX,89.66,BID,45
SBUX,89.66,ASK,83
MMM,89.64,BID,51
MMM,89.619,ASK,79
MMM,89.6,BID,76
MMM,89.602,ASK,12
MMM,89.594,BID,35
MMM,89.602,ASK,41
SBUX,89.594,BID,60
SBUX,89.58,ASK,43
MMM,89.57,BID,30
MMM,89.544,ASK,65
SBUX,89.535,BID,77
SBUX,89.54,ASK,24
SBUX,89.52,BID,66
SBUX,89.59,ASK,46
SBUX,89.51,BID,58
SBUX,89.51,ASK,91
SBUX,89.5,BID,46
SBUX,89.48,ASK,22
MMM,89.47,BID,95
MMM,89.477,ASK,29
SBUX,89.46,BID,69
SBUX,89.47,ASK,81
SBUX,89.46,BID,20
SBUX,89.46,ASK,66
MMM,89.44,BID,3
MMM,89.418,ASK,92
MMM,89.41,BID,102
MMM,89.418,ASK,20
SBUX,89.41,BID,67
SBUX,89.43,ASK,91
SBUX,89.41,BID,47
SBUX,89.4,ASK,21
SBUX,89.39,BID,66
SBUX,89.38,ASK,43
SBUX,89.37,BID,20
SBUX,89.37,ASK,98
SBUX,89.35,BID,9
SBUX,89.35,ASK,48
SBUX,89.34,BID,54
SBUX,89.36,ASK,51
MMM,89.34,BID,101
MMM,89.343,ASK,1
MMM,89.335,BID,75
MMM,89.335,ASK,85
SBUX,89.326,BID,100
SBUX,89.33,ASK,98
SBUX,89.31,BID,84
SBUX,89.33,ASK,58
SBUX,89.31,BID,12
SBUX,89.3,ASK,84
SBUX,89.29,BID,71
SBUX,89.3,ASK,11
MMM,89.29,BID,83
MMM,89.284,ASK,87
MMM,89.268,BID,85
MMM,89.276,ASK,26
SBUX,89.24,BID,12
SBUX,89.24,ASK,74
MMM,89.23,BID,4
MMM,89.192,ASK,27
SBUX,89.184,BID,28
SBUX,89.17,ASK,73
SBUX,89.16,BID,20
SBUX,89.17,ASK,78
SBUX,89.16,BID,94
SBUX,89.08,ASK,56
SBUX,89.07,BID,42
SBUX,89.0,ASK,91
MMM,88.99,BID,88
MMM,88.992,ASK,37
SBUX,88.98,BID,53
SBUX,88.98,ASK,102
MMM,88.96,BID,38
MMM,88.958,ASK,74
SBUX,88.95,BID,2
SBUX,88.92,ASK,74
MMM,88.91,BID,1
MMM,88.9,ASK,23
MMM,88.891,BID,93
MMM,88.9,ASK,30
SBUX,88.891,BID,2
SBUX,88.9,ASK,75
SBUX,88.89,BID,75
SBUX,88.88,ASK,4
MMM,88.87,BID,71
MMM,88.858,ASK,38
MMM,88.85,BID,47
MMM,88.85,ASK,15
SBUX,88.841,BID,64
SBUX,88.84,ASK,93
SBUX,88.83,BID,31
SBUX,88.84,ASK,42
MMM,88.82,BID,39
MMM,88.833,ASK,23
MMM,88.816,BID,76
MMM,88.816,ASK,91
MMM,88.77,BID,55
MMM,88.774,ASK,81
SBUX,88.766,BID,89
SBUX,88.77,ASK,11
SBUX,88.76,BID,97
SBUX,88.77,ASK,29
SBUX,88.76,BID,19
SBUX,88.74,ASK,48
SBUX,88.73,BID,33
SBUX,88.77,ASK,34
SBUX,88.73,BID,58
SBUX,88.72,ASK,40
MMM,88.71,BID,99
MMM,88.716,ASK,12
MMM,88.708,BID,10
MMM,88.708,ASK,87
SBUX,88.699,BID,37
SBUX,88.7,ASK,36
MMM,88.65,BID,7
MMM,88.657,ASK,98
MMM,88.649,BID,4
MMM,88.657,ASK,101
SBUX,88.649,BID,18
SBUX,88.67,ASK,34
SBUX,88.63,BID,66
SBUX,88.63,ASK,62
MMM,88.61,BID,45
MMM,88.599,ASK,35
SBUX,88.591,BID,100
SBUX,88.6,ASK,68
SBUX,88.59,BID,98
SBUX,88.59,ASK,96
SBUX,88.58,BID,97
SBUX,88.57,ASK,70
SBUX,88.56,BID,56
SBUX,88.56,ASK,46
SBUX,88.55,BID,91
SBUX,88.56,ASK,27
SBUX,88.55,BID,47
SBUX,88.54,ASK,71
SBUX,88.53,BID,3
SBUX,88.53,ASK,43
SBUX,88.51,BID,64
SBUX,88.52,ASK,101
MMM,88.5,BID,35
MMM,88.515,ASK,34
SBUX,88.49,BID,96
SBUX,88.51,ASK,65
MMM,88.49,BID,65
MMM,88.49,ASK,52
SBUX,88.482,BID,27
SBUX,88.47,ASK,5
SBUX,88.46,BID,80
SBUX,88.45,ASK,101
MMM,88.43,BID,58
MMM,88.423,ASK,46
AAPL,88.415,BID,77
AAPL,88.48,ASK,1
SBUX,88.4075,BID,59
SBUX,88.39,ASK,59
SBUX,88.38,BID,47
SBUX,88.39,ASK,99
SBUX,88.37,BID,24
SBUX,88.4,ASK,23
SBUX,88.37,BID,95
SBUX,88.39,ASK,37
SBUX,88.37,BID,46
SBUX,88.37,ASK,71
SBUX,88.36,BID,81
SBUX,88.37,ASK,82
SBUX,88.35,BID,21
SBUX,88.35,ASK,36
SBUX,88.34,BID,79
SBUX,88.35,ASK,83
SBUX,88.34,BID,94
SBUX,88.35,ASK,85
SBUX,88.34,BID,79
SBUX,88.32,ASK,54
SBUX,88.31,BID,66
SBUX,88.3,ASK,37
SBUX,88.29,BID,84
SBUX,88.3,ASK,24
MMM,88.27,BID,66
MMM,88.273,ASK,10
SBUX,88.264,BID,93
SBUX,88.27,ASK,2
SBUX,88.25,BID,11
SBUX,88.26,ASK,49
MMM,88.25,BID,16
MMM,88.264,ASK,39
SBUX,88.248,BID,53
SBUX,88.25,ASK,43
MMM,88.23,BID,41
MMM,88.231,ASK,97
MMM,88.223,BID,54
MMM,88.214,ASK,17
SBUX,88.206,BID,77
SBUX,88.21,ASK,78
SBUX,88.19,BID,27
SBUX,88.21,ASK,60
SBUX,88.19,BID,36
SBUX,88.19,ASK,70
SBUX,88.18,BID,87
SBUX,88.19,ASK,71
AAPL,88.18,BID,31
AAPL,88.21,ASK,43
SBUX,88.165,BID,23
SBUX,88.13,ASK,87
SBUX,88.11,BID,89
SBUX,88.13,ASK,5
SBUX,88.11,BID,48
SBUX,88.1,ASK,51
MMM,88.07,BID,9
MMM,88.081,ASK,13
AAPL,88.06,BID,79
AAPL,88.065,ASK,24
SBUX,88.0325,BID,85
SBUX,88.03,ASK,5
MMM,88.0,BID,11
MMM,87.997,ASK,6
SBUX,87.989,BID,5
SBUX,88.0,ASK,35
MMM,87.98,BID,14
MMM,88.005,ASK,100
SBUX,87.963,BID,61
SBUX,87.93,ASK,71
AAPL,87.9,BID,73
AAPL,87.8975,ASK,72
SBUX,87.895,BID,1
SBUX,87.9,ASK,74
SBUX,87.89,BID,91
SBUX,87.88,ASK,56
SBUX,87.87,BID,57
SBUX,87.87,ASK,66
MMM,87.86,BID,71
MMM,87.855,ASK,97
SBUX,87.846,BID,72
SBUX,87.85,ASK,72
MMM,87.84,BID,3
MMM,87.855,ASK,62
SBUX,87.83,BID,63
SBUX,87.84,ASK,49
AAPL,87.83,BID,21
AAPL,87.8125,ASK,48
MMM,87.81,BID,54
MMM,87.813,ASK,101
SBUX,87.78,BID,39
SBUX,87.72,ASK,1
MMM,87.71,BID,16
MMM,87.671,ASK,43
SBUX,87.662,BID,58
SBUX,87.68,ASK,2
SBUX,87.66,BID,12
SBUX,87.65,ASK,28
SBUX,87.64,BID,100
SBUX,87.67,ASK,49
SBUX,87.64,BID,22
SBUX,87.61,ASK,77
SBUX,87.6,BID,60
SBUX,87.62,ASK,12
SBUX,87.59,BID,67
SBUX,87.6,ASK,47
MMM,87.59,BID,38
MMM,87.604,ASK,66
MMM,87.587,BID,87
MMM,87.604,ASK,46
SBUX,87.587,BID,32
SBUX,87.57,ASK,95
SBUX,87.55,BID,81
SBUX,87.55,ASK,101
SBUX,87.54,BID,53
SBUX,87.56,ASK,94
SBUX,87.5,BID,88
SBUX,87.52,ASK,43
MMM,87.5,BID,42
MMM,87.479,ASK,36
SBUX,87.462,BID,94
SBUX,87.46,ASK,38
MMM,87.44,BID,40
MMM,87.445,ASK,82
MMM,87.43,BID,77
MMM,87.42,ASK,99
SBUX,87.41,BID,11
SBUX,87.42,ASK,87
SBUX,87.41,BID,66
SBUX,87.43,ASK,7
SBUX,87.4,BID,54
SBUX,87.42,ASK,24
MMM,87.4,BID,85
MMM,87.403,ASK,37
MMM,87.395,BID,60
MMM,87.403,ASK,52
MMM,87.395,BID,34
MMM,87.403,ASK,87
AAPL,87.395,BID,102
AAPL,87.3775,ASK,75
MMM,87.375,BID,65
MMM,87.361,ASK,27
SBUX,87.353,BID,31
SBUX,87.36,ASK,54
MMM,87.33,BID,69
MMM,87.345,ASK,35
MMM,87.328,BID,71
MMM,87.32,ASK,13
SBUX,87.311,BID,29
SBUX,87.29,ASK,13
SBUX,87.28,BID,38
SBUX,87.28,ASK,89
SBUX,87.27,BID,53
SBUX,87.28,ASK,60
MMM,87.27,BID,98
MMM,87.27,ASK,15
SBUX,87.261,BID,8
SBUX,87.26,ASK,99
SBUX,87.25,BID,42
SBUX,87.25,ASK,75
MMM,87.24,BID,102
MMM,87.253,ASK,85
MMM,87.228,BID,79
MMM,87.219,ASK,70
MMM,87.211,BID,12
MMM,87.211,ASK,83
SBUX,87.2,BID,28
SBUX,87.22,ASK,30
MMM,87.2,BID,9
MMM,87.203,ASK,32
SBUX,87.194,BID,76
SBUX,87.2,ASK,96
SBUX,87.19,BID,15
SBUX,87.21,ASK,102
MMM,87.18,BID,77
MMM,87.169,ASK,37
SBUX,87.161,BID,60
SBUX,87.18,ASK,15
MMM,87.16,BID,60
MMM,87.152,ASK,40
SBUX,87.127,BID,89
SBUX,87.13,ASK,27
SBUX,87.12,BID,77
SBUX,87.13,ASK,45
MMM,87.12,BID,11
MMM,87.127,ASK,62
SBUX,87.111,BID,54
SBUX,87.13,ASK,98
SBUX,87.11,BID,74
SBUX,87.11,ASK,79
SBUX,87.1,BID,26
SBUX,87.11,ASK,72
SBUX,87.1,BID,67
SBUX,87.11,ASK,5
SBUX,87.09,BID,97
SBUX,87.1,ASK,15
SBUX,87.08,BID,20
SBUX,87.09,ASK,10
MMM,87.08,BID,84
MMM,87.069,ASK,40
SBUX,87.06,BID,82
SBUX,87.06,ASK,88
SBUX,87.05,BID,98
SBUX,87.05,ASK,68
SBUX,87.03,BID,95
SBUX,87.04,ASK,33
MMM,87.03,BID,40
MMM,87.044,ASK,62
MMM,87.027,BID,5
MMM,87.019,ASK,67
MMM,87.01,BID,28
MMM,87.01,ASK,57
SBUX,87.0,BID,65
SBUX,87.0,ASK,44
SBUX,86.99,BID,37
SBUX,87.01,ASK,38
SBUX,86.99,BID,22
SBUX,87.02,ASK,6
SBUX,86.97,BID,56
SBUX,87.02,ASK,12
SBUX,86.95,BID,40
SBUX,86.92,ASK,50
SBUX,86.88,BID,24
SBUX,86.88,ASK,76
MMM,86.87,BID,56
MMM,86.868,ASK,55
SBUX,86.86,BID,74
SBUX,86.89,ASK,79
SBUX,86.86,BID,41
SBUX,86.87,ASK,62
SBUX,86.86,BID,35
SBUX,86.87,ASK,76
SBUX,86.86,BID,5
SBUX,86.88,ASK,64
SBUX,86.85,BID,40
SBUX,86.85,ASK,67
MMM,86.83,BID,16
MMM,86.818,ASK,57
SBUX,86.81,BID,32
SBUX,86.81,ASK,30
SBUX,86.8,BID,16
SBUX,86.8,ASK,72
SBUX,86.77,BID,13
SBUX,86.79,ASK,55
SBUX,86.75,BID,64
SBUX,86.77,ASK,16
SBUX,86.74,BID,31
SBUX,86.75,ASK,20
SBUX,86.74,BID,35
SBUX,86.77,ASK,97
SBUX,86.73,BID,75
SBUX,86.74,ASK,76
SBUX,86.73,BID,39
SBUX,86.71,ASK,43
SBUX,86.7,BID,1
SBUX,86.71,ASK,64
MMM,86.7,BID,13
MMM,86.709,ASK,44
MMM,86.684,BID,76
MMM,86.709,ASK,93
SBUX,86.684,BID,20
SBUX,86.71,ASK,67
SBUX,86.68,BID,29
SBUX,86.65,ASK,47
SBUX,86.63,BID,63
SBUX,86.63,ASK,97
SBUX,86.62,BID,85
SBUX,86.61,ASK,68
SBUX,86.59,BID,97
SBUX,86.58,ASK,36
SBUX,86.57,BID,40
SBUX,86.59,ASK,5
SBUX,86.57,BID,100
SBUX,86.58,ASK,14
SBUX,86.57,BID,27
SBUX,86.57,ASK,12
SBUX,86.56,BID,24
SBUX,86.54,ASK,61
MMM,86.53,BID,10
MMM,86.534,ASK,24
MMM,86.525,BID,2
MMM,86.5,ASK,7
SBUX,86.492,BID,93
SBUX,86.5,ASK,68
SBUX,86.49,BID,85
SBUX,86.49,ASK,51
MMM,86.48,BID,94
MMM,86.475,ASK,66
MMM,86.467,BID,101
MMM,86.467,ASK,48
SBUX,86.459,BID,41
SBUX,86.46,ASK,82
SBUX,86.45,BID,33
SBUX,86.44,ASK,102
SBUX,86.42,BID,92
SBUX,86.43,ASK,62
MMM,86.41,BID,82
MMM,86.417,ASK,23
SBUX,86.408,BID,52
SBUX,86.39,ASK,65
MMM,86.38,BID,85
MMM,86.392,ASK,34
SBUX,86.375,BID,58
SBUX,86.4,ASK,65
MMM,86.37,BID,88
MMM,86.383,ASK,85
MMM,86.32,BID,28
MMM,86.283,ASK,63
SBUX,86.275,BID,32
SBUX,86.27,ASK,18
SBUX,86.26,BID,39
SBUX,86.27,ASK,38
MMM,86.26,BID,41
MMM,86.258,ASK,26
MMM,86.249,BID,4
MMM,86.258,ASK,30
SBUX,86.233,BID,54
SBUX,86.23,ASK,14
SBUX,86.22,BID,32
SBUX,86.22,ASK,83
SBUX,86.2,BID,31
SBUX,86.21,ASK,16
SBUX,86.19,BID,98
SBUX,86.16,ASK,41
SBUX,86.15,BID,84
SBUX,86.16,ASK,17
MMM,86.14,BID,55
MMM,86.141,ASK,57
MMM,86.132,BID,91
MMM,86.124,ASK,79
MMM,86.116,BID,68
MMM,86.107,ASK,61
SBUX,86.099,BID,16
SBUX,86.1,ASK,24
SBUX,86.08,BID,19
SBUX,86.09,ASK,45
SBUX,86.08,BID,10
SBUX,86.07,ASK,93
MMM,86.06,BID,48
MMM,86.074,ASK,33
SBUX,86.057,BID,11
SBUX,86.07,ASK,81
SBUX,86.05,BID,93
SBUX,86.01,ASK,16
SBUX,86.0,BID,7
SBUX,86.0,ASK,5
MMM,85.98,BID,99
MMM,85.999,ASK,84
MMM,85.974,BID,62
MMM,85.974,ASK,26
MMM,85.965,BID,36
MMM,85.965,ASK,79
MMM,85.957,BID,72
MMM,85.99,ASK,32
AAPL,85.957,BID,92
AAPL,85.955,ASK,88
SBUX,85.9525,BID,31
SBUX,85.97,ASK,10
SBUX,85.94,BID,35
SBUX,85.95,ASK,84
MMM,85.93,BID,52
MMM,85.932,ASK,76
MMM,85.923,BID,9
MMM,85.932,ASK,76
MMM,85.923,BID,72
MMM,85.915,ASK,66
SBUX,85.907,BID,42
SBUX,85.91,ASK,6
MMM,85.9,BID,48
MMM,85.907,ASK,98
SBUX,85.898,BID,87
SBUX,85.92,ASK,2
SBUX,85.89,BID,66
SBUX,85.9,ASK,83
SBUX,85.89,BID,60
SBUX,85.91,ASK,89
SBUX,85.89,BID,5
SBUX,85.88,ASK,80
SBUX,85.87,BID,85
SBUX,85.85,ASK,82
SBUX,85.84,BID,32
SBUX,85.86,ASK,73
SBUX,85.83,BID,32
SBUX,85.82,ASK,19
MMM,85.81,BID,89
MMM,85.831,ASK,49
MMM,85.806,BID,90
MMM,85.765,ASK,23
AAPL,85.756,BID,85
AAPL,85.77,ASK,31
SBUX,85.7475,BID,37
SBUX,85.74,ASK,98
SBUX,85.73,BID,42
SBUX,85.73,ASK,21
MMM,85.72,BID,67
MMM,85.714,ASK,75
SBUX,85.706,BID,67
SBUX,85.7,ASK,59
SBUX,85.69,BID,73
SBUX,85.7,ASK,72
SBUX,85.69,BID,41
SBUX,85.68,ASK,89
SBUX,85.65,BID,53
SBUX,85.66,ASK,39
SBUX,85.64,BID,80
SBUX,85.64,ASK,39
SBUX,85.6,BID,3
SBUX,85.6,ASK,40
SBUX,85.59,BID,2
SBUX,85.59,ASK,51
MMM,85.58,BID,101
MMM,85.581,ASK,69
SBUX,85.572,BID,54
SBUX,85.58,ASK,27
MMM,85.57,BID,74
MMM,85.564,ASK,5
MMM,85.556,BID,16
MMM,85.564,ASK,80
MMM,85.53,BID,54
MMM,85.53,ASK,67
MMM,85.52,BID,52
MMM,85.53,ASK,91
MMM,85.505,BID,100
MMM,85.505,ASK,77
SBUX,85.497,BID,45
SBUX,85.5,ASK,67
SBUX,85.49,BID,58
SBUX,85.49,ASK,28
SBUX,85.48,BID,1
SBUX,85.43,ASK,94
SBUX,85.42,BID,27
SBUX,85.43,ASK,15
SBUX,85.42,BID,18
SBUX,85.42,ASK,82
SBUX,85.41,BID,43
SBUX,85.43,ASK,13
SBUX,85.41,BID,11
SBUX,85.41,ASK,71
SBUX,85.4,BID,92
SBUX,85.41,ASK,47
SBUX,85.4,BID,7
SBUX,85.41,ASK,9
SBUX,85.39,BID,50
SBUX,85.39,ASK,11
SBUX,85.38,BID,70
SBUX,85.37,ASK,37
SBUX,85.36,BID,9
SBUX,85.36,ASK,62
SBUX,85.35,BID,55
SBUX,85.35,ASK,39
SBUX,85.29,BID,36
SBUX,85.29,ASK,77
MMM,85.28,BID,20
MMM,85.28,ASK,17
SBUX,85.271,BID,63
SBUX,85.29,ASK,56
SBUX,85.27,BID,28
SBUX,85.29,ASK,16
SBUX,85.26,BID,71
SBUX,85.26,ASK,86
SBUX,85.25,BID,46
SBUX,85.24,ASK,30
MMM,85.23,BID,46
MMM,85.221,ASK,19
SBUX,85.213,BID,82
SBUX,85.22,ASK,80
SBUX,85.21,BID,57
SBUX,85.22,ASK,14
SBUX,85.21,BID,39
SBUX,85.19,ASK,55
SBUX,85.16,BID,73
SBUX,85.17,ASK,89
MMM,85.16,BID,17
MMM,85.154,ASK,26
SBUX,85.11,BID,70
SBUX,85.11,ASK,88
MMM,85.09,BID,20
MMM,85.096,ASK,97
SBUX,85.087,BID,83
SBUX,85.1,ASK,39
MMM,85.08,BID,75
MMM,85.087,ASK,98
SBUX,85.062,BID,37
SBUX,85.06,ASK,41
MMM,85.05,BID,24
MMM,85.046,ASK,18
MMM,85.037,BID,64
MMM,85.046,ASK,6
MMM,85.02,BID,74
MMM,85.02,ASK,25
SBUX,85.012,BID,81
SBUX,85.04,ASK,28
SBUX,85.01,BID,19
SBUX,85.02,ASK,72
MMM,84.99,BID,65
MMM,84.987,ASK,74
SBUX,84.962,BID,69
SBUX,84.96,ASK,64
SBUX,84.95,BID,21
SBUX,84.94,ASK,79
MMM,84.93,BID,16
MMM,84.928,ASK,6
MMM,84.92,BID,8
MMM,84.928,ASK,11
SBUX,84.92,BID,64
SBUX,84.96,ASK,79
SBUX,84.92,BID,76
SBUX,84.93,ASK,20
SBUX,84.92,BID,35
SBUX,84.88,ASK,29
SBUX,84.87,BID,39
SBUX,84.88,ASK,29
SBUX,84.86,BID,22
SBUX,84.88,ASK,67
MMM,84.86,BID,66
MMM,84.87,ASK,82
MMM,84.853,BID,89
MMM,84.853,ASK,5
MMM,84.837,BID,21
MMM,84.845,ASK,42
SBUX,84.837,BID,94
SBUX,84.84,ASK,28
SBUX,84.83,BID,44
SBUX,84.84,ASK,89
SBUX,84.82,BID,22
SBUX,84.81,ASK,24
SBUX,84.79,BID,75
SBUX,84.81,ASK,65
SBUX,84.78,BID,85
SBUX,84.78,ASK,44
SBUX,84.75,BID,20
SBUX,84.75,ASK,3
SBUX,84.74,BID,44
SBUX,84.76,ASK,17
SBUX,84.74,BID,62
SBUX,84.74,ASK,12
SBUX,84.71,BID,57
SBUX,84.7,ASK,58
SBUX,84.69,BID,62
SBUX,84.7,ASK,52
MMM,84.69,BID,54
MMM,84.694,ASK,58
SBUX,84.686,BID,13
SBUX,84.68,ASK,10
SBUX,84.67,BID,47
SBUX,84.69,ASK,61
AAPL,84.67,BID,68
AAPL,84.685,ASK,39
SBUX,84.6325,BID,51
SBUX,84.63,ASK,69
SBUX,84.61,BID,95
SBUX,84.62,ASK,3
SBUX,84.6,BID,23
SBUX,84.6,ASK,50
SBUX,84.58,BID,99
SBUX,84.59,ASK,76
MMM,84.58,BID,40
MMM,84.586,ASK,83
MMM,84.577,BID,82
MMM,84.586,ASK,54
MMM,84.569,BID,78
MMM,84.586,ASK,33
MMM,84.561,BID,100
MMM,84.586,ASK,68
SBUX,84.561,BID,29
SBUX,84.57,ASK,46
SBUX,84.56,BID,99
SBUX,84.57,ASK,21
SBUX,84.56,BID,57
SBUX,84.57,ASK,94
SBUX,84.56,BID,41
SBUX,84.56,ASK,15
SBUX,84.54,BID,50
SBUX,84.53,ASK,74
SBUX,84.52,BID,21
SBUX,84.53,ASK,4
MMM,84.52,BID,90
MMM,84.536,ASK,1
SBUX,84.51,BID,17
SBUX,84.52,ASK,54
MMM,84.51,BID,9
MMM,84.502,ASK,28
MMM,84.48,BID,45
MMM,84.485,ASK,17
MMM,84.47,BID,60
MMM,84.502,ASK,98
SBUX,84.469,BID,56
SBUX,84.47,ASK,47
SBUX,84.46,BID,25
SBUX,84.49,ASK,89
MMM,84.46,BID,58
MMM,84.444,ASK,23
SBUX,84.41,BID,67
SBUX,84.43,ASK,15
SBUX,84.4,BID,71
SBUX,84.43,ASK,88
SBUX,84.4,BID,22
SBUX,84.37,ASK,47
MMM,84.36,BID,94
MMM,84.36,ASK,75
SBUX,84.352,BID,86
SBUX,84.36,ASK,95
SBUX,84.34,BID,18
SBUX,84.35,ASK,44
SBUX,84.34,BID,8
SBUX,84.32,ASK,89
SBUX,84.3,BID,91
SBUX,84.3,ASK,38
MMM,84.27,BID,37
MMM,84.276,ASK,28
MMM,84.268,BID,14
MMM,84.268,ASK,41
SBUX,84.26,BID,18
SBUX,84.27,ASK,9
MMM,84.26,BID,99
MMM,84.26,ASK,35
SBUX,84.251,BID,24
SBUX,84.26,ASK,94
MMM,84.24,BID,79
MMM,84.243,ASK,48
SBUX,84.235,BID,5
SBUX,84.24,ASK,62
SBUX,84.22,BID,84
SBUX,84.24,ASK,27
MMM,84.22,BID,63
MMM,84.226,ASK,67
MMM,84.218,BID,18
MMM,84.209,ASK,43
SBUX,84.201,BID,28
SBUX,84.18,ASK,86
SBUX,84.16,BID,82
SBUX,84.18,ASK,13
SBUX,84.14,BID,74
SBUX,84.16,ASK,68
SBUX,84.14,BID,71
SBUX,84.13,ASK,73
SBUX,84.12,BID,92
SBUX,84.13,ASK,43
SBUX,84.08,BID,41
SBUX,84.07,ASK,93
SBUX,84.06,BID,36
SBUX,84.07,ASK,26
SBUX,84.05,BID,45
SBUX,84.06,ASK,84
MMM,84.05,BID,59
MMM,84.042,ASK,69
SBUX,84.0,BID,102
SBUX,84.0,ASK,14
SBUX,83.98,BID,5
SBUX,83.98,ASK,57
SBUX,83.97,BID,17
SBUX,83.98,ASK,98
MMM,83.96,BID,73
MMM,83.967,ASK,6
MMM,83.959,BID,72
MMM,83.975,ASK,15
AAPL,83.95,BID,6
AAPL,83.975,ASK,66
SBUX,83.9475,BID,43
SBUX,83.94,ASK,82
SBUX,83.93,BID,39
SBUX,83.91,ASK,51
SBUX,83.9,BID,23
SBUX,83.91,ASK,38
SBUX,83.89,BID,60
SBUX,83.9,ASK,70
SBUX,83.84,BID,12
SBUX,83.85,ASK,70
SBUX,83.83,BID,74
SBUX,83.84,ASK,1
SBUX,83.83,BID,81
SBUX,83.86,ASK,37
MMM,83.83,BID,18
MMM,83.833,ASK,36
SBUX,83.825,BID,62
SBUX,83.82,ASK,82
MMM,83.81,BID,48
MMM,83.817,ASK,18
SBUX,83.8,BID,88
SBUX,83.81,ASK,16
SBUX,83.78,BID,34
SBUX,83.78,ASK,94
MMM,83.76,BID,72
MMM,83.766,ASK,41
SBUX,83.758,BID,84
SBUX,83.78,ASK,86
MMM,83.69,BID,87
MMM,83.691,ASK,33
SBUX,83.683,BID,19
SBUX,83.71,ASK,41
SBUX,83.68,BID,54
SBUX,83.69,ASK,51
SBUX,83.68,BID,46
SBUX,83.7,ASK,79
SBUX,83.66,BID,98
SBUX,83.69,ASK,74
MMM,83.66,BID,38
MMM,83.641,ASK,41
SBUX,83.63,BID,80
SBUX,83.62,ASK,21
SBUX,83.6,BID,74
SBUX,83.59,ASK,17
SBUX,83.56,BID,62
SBUX,83.55,ASK,99
MMM,83.54,BID,83
MMM,83.524,ASK,84
MMM,83.49,BID,27
MMM,83.474,ASK,97
SBUX,83.44,BID,5
SBUX,83.45,ASK,90
SBUX,83.41,BID,19
SBUX,83.42,ASK,7
SBUX,83.41,BID,55
SBUX,83.41,ASK,64
SBUX,83.4,BID,51
SBUX,83.4,ASK,57
SBUX,83.39,BID,34
SBUX,83.39,ASK,90
AAPL,83.38,BID,91
AAPL,83.3875,ASK,38
SBUX,83.36,BID,9
SBUX,83.36,ASK,17
SBUX,83.35,BID,59
SBUX,83.34,ASK,98
MMM,83.33,BID,2
MMM,83.332,ASK,37
MMM,83.323,BID,33
MMM,83.332,ASK,89
SBUX,83.323,BID,25
SBUX,83.32,ASK,73
SBUX,83.26,BID,7
SBUX,83.26,ASK,86
SBUX,83.25,BID,69
SBUX,83.21,ASK,10
SBUX,83.19,BID,19
SBUX,83.15,ASK,23
SBUX,83.14,BID,85
SBUX,83.14,ASK,26
SBUX,83.11,BID,50
SBUX,83.12,ASK,88
SBUX,83.05,BID,23
SBUX,83.05,ASK,37
SBUX,83.03,BID,17
SBUX,83.02,ASK,30
SBUX,83.01,BID,49
SBUX,82.99,ASK,45
MMM,82.98,BID,66
